0,0.703138677,0.833985494,0.969771326,0.981568889,0.987935365,0.976699857,0.945767941,0.96664039,0.984044948
0.703138677,0,0.903429554,0.955862581,0.972649102,0.985253809,0.984321641,0.972537798,0.975244631,0.982885503
0.833985494,0.903429554,0,0.949604755,0.965349053,0.961156784,0.96882784,0.959223433,0.977498528,0.976850006
0.969771326,0.955862581,0.949604755,0,0.831145488,0.889721167,0.904048214,0.952391471,0.952425464,0.954754634
0.981568889,0.972649102,0.965349053,0.831145488,0,0.730168606,0.832564596,0.971979441,0.966248627,0.967447773
0.987935365,0.985253809,0.961156784,0.889721167,0.730168606,0,0.7762749,0.977038918,0.928609961,0.905748456
0.976699857,0.984321641,0.96882784,0.904048214,0.832564596,0.7762749,0,0.964598808,0.9314934,0.908909857
0.945767941,0.972537798,0.959223433,0.952391471,0.971979441,0.977038918,0.964598808,0,0.979921183,0.976346542
0.96664039,0.975244631,0.977498528,0.952425464,0.966248627,0.928609961,0.9314934,0.979921183,0,0.976346542
0.984044948,0.982885503,0.976850006,0.954754634,0.967447773,0.905748456,0.908909857,0.976346542,0.976346542,0
